-1.291380416147566712e-02 -9.765531864765300551e-02 -3.772776494066703429e-02 4.511555754324692025e-02 3.713697131434950949e-02 5.394540115911425349e-02 3.387068611093796422e-02 5.517784433488615026e-02 3.646632808614178045e-02 -8.577301431948503030e-02
-4.615044353765145740e-02 -8.412712099964132773e-02 5.727072830244137047e-02 3.236627588247029119e-02 4.313141266407111152e-03 2.723871312329587124e-02 4.244115187759789354e-02 -8.035061254394992858e-02 8.789485030430269075e-02 7.374967057268325132e-02
6.340530532826652022e-02 2.385217479980412947e-02 3.497944057878771273e-02 -2.993810790275233669e-03 4.807885745159451441e-02 1.926800371469358786e-02 -3.119898701739438895e-02 -7.911008084801840479e-02 1.948378582403342829e-02 -7.104768919787406156e-02
4.609973356462779281e-02 -8.527007455471757869e-02 -4.925698527616234612e-04 6.213223185672001048e-02 -8.824488221671991650e-03 2.190662741857093976e-02 2.790735289107310058e-03 -1.196093094733083340e-02 -5.897178695704572565e-02 3.802310108258624699e-02
3.995726956280720721e-02 9.438777157078762081e-02 -4.941218871859347911e-02 -6.811580753985851944e-02 8.975204196653416289e-02 -4.915064800030222170e-02 -5.893729754856311814e-02 9.286434520687503191e-02 1.913992295865230009e-02 1.517172765638050147e-03
-6.249569252742122327e-02 2.431780861467081056e-02 4.812758215696044672e-02 -8.272808175622875515e-02 -9.998554324256923864e-02 8.051141524018851081e-02 -6.638740729861811185e-02 -9.587491456981689364e-02 -2.000816632990806698e-02 8.689589042989176448e-02
4.585729065361193735e-02 -8.622437425541436273e-02 4.500896125761660871e-02 -7.731963442662492803e-02 -1.121526117467719352e-02 2.517848265806726937e-03 -2.307935192333387953e-02 -9.354824528231725500e-02 -1.339034380962360327e-02 -5.824545973017143663e-02
7.997580778825946757e-02 4.464192890466317509e-02 9.017635839076970639e-03 -9.651295739210796754e-02 -2.375743980856945270e-02 3.279072902183433058e-02 3.557214386982626708e-02 -5.965705012666360635e-02 -5.432714374926348594e-02 -6.222088780594481339e-02
9.207139124483704196e-04 -7.276373885831605159e-02 -8.528315342607942218e-02 -5.723789638017118264e-02 -6.121722910909108140e-03 -3.849961814549281158e-02 -3.769814407162781766e-02 -5.978220836760015505e-02 -9.560743110002248302e-02 -2.700072347197786382e-02
-3.329146575531798102e-02 -3.877572430470099807e-02 -2.941390188214070001e-02 6.807041065103358601e-02 -5.668074579169485316e-03 -9.312654343845490346e-02 5.368641500373835806e-02 1.768585557859074509e-02 3.197486753864769993e-02 4.766776506186071183e-02
-9.113742212097171447e-02 -6.064602646270092490e-02 3.878189093876027727e-02 7.376139796595168607e-03 -6.496585410622586487e-02 2.674431704179014435e-02 -6.018766027538316465e-02 -4.324147619478105331e-02 -6.101922556443191425e-02 2.548564031607394864e-02
2.990459241637347110e-02 5.316792962869040795e-02 6.734011099994682836e-02 -6.273135478543141741e-02 4.123961878276810600e-02 5.916327607384183618e-03 9.834525241431749110e-02 4.449687917072892018e-02 6.438694624330551508e-02 -5.582391901329049333e-02
4.288594686298358161e-02 -7.496775924549187176e-02 9.273844256343075076e-02 -7.601289055902700487e-02 1.486479842045942967e-02 -6.870467787376402513e-02 4.412858810869207948e-02 -7.006673126937540408e-02 1.987680732204333278e-02 3.618584363755891764e-02
