-1.659559905948519709e-02 4.406489868843160851e-02 -9.997712503653102822e-02 -3.953348547363205040e-02 -7.064882183657739123e-02 -8.153228104624044015e-02 -6.274795772446581377e-02 -3.088785459139045675e-02 -2.064650515386601271e-02 7.763346800671394599e-03 -1.616109711934103632e-02 3.704390007935190465e-02 -5.910955005369651627e-02 7.562348727818909988e-02 -9.452248136041477289e-02 3.409350203568045634e-02 -1.653903952657460874e-02 1.173796568915033700e-02 -7.192261228095325754e-02 -6.037970218302424197e-02 6.014891373510733441e-02 9.365231514387950540e-02 -3.731516436815143778e-02 3.846452313386281019e-02 7.527783045920766192e-02 7.892133270076948093e-02 -8.299115772604442887e-02 -9.218904335342353873e-02 -6.603391608708622518e-02 7.562850068588264363e-02 -8.033063323338998640e-02 -1.577847499898957229e-02 9.157790603010038111e-02 6.633056994603411805e-03 3.837542279009467650e-02 -3.689687379878740792e-02 3.730018553631672673e-02 6.692513437947458788e-02 -9.634234453116163888e-02 5.002886298899350548e-02
9.777221778129893681e-02 4.963313087596787909e-02 -4.391120158711896843e-02 5.785586569029771420e-02 -7.935479868447159468e-02 -1.042129476481896966e-02 8.171910061861911712e-02 -4.127717032526410229e-02 -4.244493228273025359e-02 -7.399428557634446513e-02 -9.612660842594059063e-02 3.576710658797818687e-02 -5.767437679998819317e-02 -4.689066812555475749e-02 -1.685368143932344798e-03 -8.932749097658393422e-02 1.482352109840261167e-02 -7.065428501883797008e-02 1.786110738065685433e-02 3.995167200418622833e-02 -7.953311423443483463e-02 -1.718880243608633673e-02 3.888003154554903196e-02 -1.716414609461947016e-02 -9.000930821078256816e-02 7.179281183102320663e-03 3.275892904395777405e-02 2.977822411661709689e-03 8.891895119816267679e-02 1.731100810039858107e-02 8.068038305757671558e-02 -7.250505917075250606e-02 -7.214473054984829603e-02 6.147825774190476822e-02 -2.046463260289328734e-02 -6.692916057661343898e-02 8.550171607920678540e-02 -3.044682805089869715e-02 5.016242062723111350e-02 4.519959707009030270e-02
7.666121824116198247e-02 2.473444141112177141e-02 5.018848680546744712e-02 -3.022033160443149402e-02 -4.601442164699479087e-02 7.917724363921338493e-02 -1.438176202574101281e-02 9.296800942967711756e-02 3.268829956368962675e-02 2.433914404182435653e-02 -7.705080540932496280e-02 8.989785174141426416e-02 -1.001757330401190083e-02 1.567792287742635071e-02 -1.837263944774376878e-02 -5.259460395139445993e-02 8.067590411245076365e-02 1.473589733445716810e-02 -9.942593459376820875e-02 2.342898272414477290e-02 -3.467101964558076677e-02 5.411620451521853559e-03 7.718841986215491113e-02 -2.854604799950004324e-02 8.170703018395983341e-02 2.467202315836054816e-02 -9.683575143068874624e-02 8.588744674875226082e-02 3.817938350338478948e-02 9.946457009029610608e-02 -6.553189833093428507e-02 -7.257285007422445422e-02 8.651909260743270713e-02 3.936363229798003904e-02 -8.679996545558750498e-02 5.109261052049327012e-02 5.077523769224928651e-02 8.460490710929666203e-02 4.230495172569434525e-02 -7.514580760556706374e-02
-9.602397323204088508e-02 -9.475780262445615554e-02 -9.433870239584107864e-02 -5.075778647939082483e-02 7.200558973657761319e-02 7.766212868330568675e-03 1.056439573715317604e-02 6.840617847192115297e-02 -7.516533697601777975e-02 -4.416326419777210494e-02 1.715185429165758113e-02 9.391914966393491437e-02 1.220604385114198998e-02 -9.627054212541140410e-02 6.012653453612326615e-02 -5.340514523179591688e-02 6.142103912375582175e-02 -2.242787118716564609e-02 7.270837091188572798e-02 4.942432854743691872e-02 1.124804679808377728e-02 -7.270895486786299600e-02 -8.801646209755767392e-02 -7.573130885185253014e-02 -9.108962429104766612e-02 -7.850117417878142712e-02 -5.485813227842906148e-02 4.259779607653532696e-02 1.194339641082849124e-02 -9.748880396817682925e-02 -8.560514406210265048e-02 9.345526600005440998e-02 1.362009238398842470e-02 -5.934135306780190938e-02 -4.953485108593531916e-02 4.876517081501857698e-02 -6.091410377813624710e-02 1.627178545465154946e-02 9.400399781766247131e-02 6.936576029800706200e-02
-5.203044817048277371e-02 -1.246057146254003767e-03 2.399114367627594446e-02 6.579617991003575139e-02 -6.864172107078314600e-02 -9.628475956451809648e-02 -8.599557125615553410e-02 -2.730977812593640697e-03 2.126589233066607243e-02 1.377028741729627304e-02 -3.652751813556785743e-02 9.772323088248976997e-02 1.594904384915937778e-02 -2.397176547528992452e-02 1.018964382357936960e-02 4.906688618130042312e-02 3.384657869063692481e-02 -4.701608846743812742e-02 -8.673303311431168616e-02 -2.598316041717874114e-02 2.594350140431289642e-02 -5.796519801703208657e-02 5.055111074776277857e-02 -8.669270372917702028e-02 -4.793698028429180941e-02 6.095091274866909492e-02 -6.131314347533445286e-02 2.789217617598802046e-02 4.934061824746732716e-03 8.496159407987013967e-02 -4.734064590257780480e-02 -8.680778186319525191e-02 4.701319265773390432e-02 5.443560590864934823e-02 8.156317050070480135e-02 8.639441383936746766e-02 -9.720968540488060528e-02 -5.312758277571590082e-02 2.335567140033152633e-02 8.980326413752329207e-02
9.003522384941595180e-02 1.133063763903127685e-02 8.312126995325491707e-02 2.831324178926750146e-02 -2.199845717175075155e-02 -2.801866580618053715e-03 2.086209658399465483e-02 9.909584301712515142e-03 8.523628534129074064e-02 8.374668712672123094e-02 -2.102487741528902276e-02 9.265250568814237253e-02 -6.520886666390712794e-02 -7.473409611207254555e-02 -7.298416839065374750e-02 1.132433135379334876e-03 -9.569503894516040443e-02 8.959404224353620383e-02 6.542309423414649494e-02 -9.699620385157553537e-02 -6.476074888498895010e-02 -3.358728512663260168e-02 -7.380063103781663025e-02 6.189813842531641241e-02 -3.105266946334131473e-02 8.802149646667342675e-02 1.640283598941601195e-02 7.576639688236883052e-02 6.894688907844437331e-02 8.107846374172986148e-02 -8.023946836638609637e-03 9.269363204074648754e-03 5.972071823040789318e-02 -4.285622965317048561e-02 -1.949295476014453743e-03 1.982206152917567743e-02 -9.689334488983286642e-02 1.869628163932743337e-02 -1.326473020210834630e-02 6.147210577696829437e-02
-3.695103938092540730e-02 7.857774170503026290e-02 1.557144305690709440e-02 -6.319795967450698992e-02 5.758584676510086764e-02 2.240623540898678545e-02 -8.921814558524941707e-02 -1.596126399977355892e-02 3.581376731308591466e-02 8.372035559550516925e-02 -9.991959502172852170e-02 9.535182980621192961e-02 -2.468393705084510892e-02 9.475670767166452513e-02 2.094322019481061059e-02 6.576916159613860335e-02 1.494230094162045386e-02 2.561523966147008502e-02 -4.288474366086121592e-02 1.736666813121659492e-02 5.000435274053199874e-02 7.166276728580847633e-02 5.101643769353603197e-02 3.961144968946059275e-02 7.289588601091998021e-02 -3.546380063265071325e-02 3.415775815751745381e-02 -9.825212717330167322e-03 -2.357944959369655258e-02 -1.783773001556288040e-02 -1.970408330609188519e-02 -3.652321080834462774e-02 2.438387358406028660e-02 -1.395054583574713292e-02 9.476041558545045262e-02 3.556017828686222626e-02 -6.028602231457783067e-02 -1.465979813039344770e-02 -3.133075204511540091e-02 5.952776079171331891e-02
7.599965771268635262e-02 8.076839116527440021e-02 3.254396247505245143e-02 -4.595834759404844594e-02 -4.952665969908205679e-02 7.097958853948047042e-02 5.542929261749332537e-03 6.043221680091961923e-02 1.449770343832126884e-02 4.662850505750221197e-02 3.802325492811162166e-03 5.417678210037760178e-02 1.377159814094311430e-02 -6.858024281603827821e-03 -3.146221840934364244e-02 -8.635813031665917627e-02 -2.441516413438002409e-02 -8.407478446034953590e-02 9.656342274608900600e-02 -6.367742973384724059e-02 6.237173954410796251e-02 7.499232899117963536e-02 3.768265047718866168e-02 1.389888254907514775e-02 -6.780571263687824868e-02 -6.623995447338743014e-03 -3.096558976895701087e-02 -5.499200843718308335e-02 1.850237375315935684e-02 -3.754603245961660868e-02 8.326111069367014839e-02 8.192710499031141680e-02 -4.857634124356076388e-02 -7.782173985119417159e-02 -6.140745359617743454e-02 -8.316586422278671176e-05 4.571713359491924589e-02 -5.836111231824170353e-02 -5.039328832455385737e-02 7.033437498727340698e-02
-1.683025634649452928e-02 2.333701343104724324e-02 -5.326677215214999095e-02 -7.960654811484052518e-02 3.171403393705959917e-03 -4.571802590043527736e-03 -6.946567118136735830e-02 2.436124634808309319e-02 8.802023762787630767e-03 3.082746939414887644e-02 -7.109089197506804347e-02 5.030556342704878281e-02 -5.559017204001546336e-02 3.870364873206605383e-03 5.705920564432379050e-02 -9.553391440163877535e-02 -3.512750805476270999e-02 7.458447528002221105e-02 6.894192152041392352e-02 7.688118518908743093e-03 7.332165483330260747e-02 8.996119827072532327e-02 6.528139952586828332e-02 7.082308876730775138e-02 -8.025131963593033768e-02 3.026086646819819981e-02 4.070339763053060222e-02 2.204816252932592646e-02 5.992305234720560203e-02 -9.308575602567314977e-02 5.404774691099598072e-02 4.634572014790538930e-02 -4.806032134032938580e-02 -4.858614023557066702e-02 2.646066348602554852e-02 -3.094050768178369104e-02 5.931773560145750523e-02 -1.077075359930854126e-02 5.654988295683438526e-02 9.809435672476815582e-02
-3.995033209321999235e-02 -7.139883434838012466e-02 8.026168726985477564e-02 8.311875777474650451e-03 9.494807417101644442e-02 2.732088000037943831e-02 9.878260492209578469e-02 9.214160828590320373e-03 5.285186781104261877e-03 -7.291441938556603164e-02 -2.885896580322377947e-02 -9.475628654072534851e-02 -6.792096409607017993e-02 4.912743854149920208e-02 -9.392006201424224487e-02 -2.669138055125112874e-02 7.246925056760883388e-02 3.853554350147087026e-02 3.818842841323372150e-02 -6.227263980893782414e-02 -1.161914385031533048e-02 1.631548146885823669e-02 9.795034153274104205e-02 -5.921875495337563383e-02 -5.045341964752902975e-02 -4.756538324541761953e-02 5.003448265959856145e-02 -8.604934512861442397e-03 -8.861411231778100472e-02 1.703248122047917867e-03 -5.760796707126480953e-02 5.972084895204204935e-02 -4.053372369854555540e-02 -9.447879760909927427e-02 1.868648989292420737e-02 6.876808578623777590e-02 -2.379677518755715648e-02 4.997166214522869021e-02 2.228295659425644226e-03 8.190360992437722976e-03
